Rodzaj_obiektu,Miesiac,Turyści_Ogółem,Turyści_Zagraniczni,Rok,Turyści_Krajowi
"Schroniska 
Shelters",III,10705.0,159.0,2022,10546.0
"Schroniska młodzieżowe 
Youth shelters",III,2253.0,721.0,2022,1532.0
"Szkolne schroniska młodzieżowe
School youth shelters",III,8382.0,0.0,2022,8382.0
"Ośrodki wczasowe 
Holiday centres",III,55787.0,3131.0,2022,52656.0
"Ośrodki kolonijne 
Holiday youth centres",III,1331.0,5.0,2022,1326.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",III,34024.0,2109.0,2022,31915.0
"Domy pracy twórczej 
Creative arts centres",III,1297.0,23.0,2022,1274.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",III,3669.0,0.0,2022,3669.0
"Kempingi 
Camping sites",III,1364.0,146.0,2022,1218.0
"Pola biwakowe  
Tent camp sites",III,210.0,0.0,2022,210.0
"Hostele 
Hostels",III,43345.0,14055.0,2022,29290.0
"Zakłady uzdrowiskowe 
Health establishments",III,58822.0,2016.0,2022,56806.0
"Pokoje gościnne 
Rooms for guests",III,37520.0,4251.0,2022,33269.0
"Kwatery agroturystyczne 
Agrotourism lodgings",III,5075.0,200.0,2022,4875.0
"Pozostałe niesklasyfikowane 
Other not classified",III,32627.0,3737.0,2022,28890.0
O G Ó Ł E M                       2021           ,IV,379809.0,0.0,2022,379809.0
T O T A L                            2022         ,IV,2378446.0,0.0,2022,2378446.0
"Obiekty hotelowe 
Hotels and similar establishments",IV,2026968.0,388431.0,2022,1638537.0
"Hotele 
Hotels",IV,1800273.0,357812.0,2022,1442461.0
"Motele  
Motels",IV,13497.0,0.0,2022,13497.0
"Pensjonaty 
Boarding house",IV,32562.0,0.0,2022,32562.0
"Inne obiekty hotelowe 
Other hotel establishments",IV,180636.0,26131.0,2022,154505.0
"Pozostałe obiekty noclegowe
Other establishments ",IV,351478.0,0.0,2022,351478.0
"Domy wycieczkowe 
Excursion hostels",IV,1931.0,303.0,2022,1628.0
"Schroniska 
Shelters",IV,11638.0,157.0,2022,11481.0
"Schroniska młodzieżowe 
Youth shelters",IV,2890.0,798.0,2022,2092.0
"Szkolne schroniska młodzieżowe
School youth shelters",IV,8158.0,0.0,2022,8158.0
"Ośrodki wczasowe 
Holiday centres",IV,78859.0,4716.0,2022,74143.0
"Ośrodki kolonijne 
Holiday youth centres",IV,1600.0,5.0,2022,1595.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",IV,39620.0,2327.0,2022,37293.0
"Domy pracy twórczej 
Creative arts centres",IV,2552.0,45.0,2022,2507.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",IV,7515.0,0.0,2022,7515.0
"Kempingi 
Camping sites",IV,2322.0,405.0,2022,1917.0
"Pola biwakowe  
Tent camp sites",IV,1787.0,0.0,2022,1787.0
"Hostele 
Hostels",IV,46968.0,12412.0,2022,34556.0
"Zakłady uzdrowiskowe 
Health establishments",IV,61666.0,2242.0,2022,59424.0
"Pokoje gościnne 
Rooms for guests",IV,43285.0,5010.0,2022,38275.0
"Kwatery agroturystyczne 
Agrotourism lodgings",IV,7101.0,350.0,2022,6751.0
"Pozostałe niesklasyfikowane 
Other not classified",IV,33586.0,4234.0,2022,29352.0
O G Ó Ł E M                       2021           ,V,1101217.0,0.0,2022,1101217.0
T O T A L                            2022         ,V,2876125.0,0.0,2022,2876125.0
"Obiekty hotelowe 
Hotels and similar establishments",V,2316496.0,419167.0,2022,1897329.0
"Hotele 
Hotels",V,2030657.0,383908.0,2022,1646749.0
"Motele  
Motels",V,16019.0,0.0,2022,16019.0
"Pensjonaty 
Boarding house",V,45807.0,0.0,2022,45807.0
"Inne obiekty hotelowe 
Other hotel establishments",V,224013.0,29343.0,2022,194670.0
"Pozostałe obiekty noclegowe
Other establishments ",V,559629.0,0.0,2022,559629.0
"Domy wycieczkowe 
Excursion hostels",V,3889.0,347.0,2022,3542.0
"Schroniska 
Shelters",V,18106.0,285.0,2022,17821.0
"Schroniska młodzieżowe 
Youth shelters",V,4734.0,980.0,2022,3754.0
"Szkolne schroniska młodzieżowe
School youth shelters",V,12630.0,0.0,2022,12630.0
"Ośrodki wczasowe 
Holiday centres",V,149331.0,5154.0,2022,144177.0
"Ośrodki kolonijne 
Holiday youth centres",V,8647.0,12.0,2022,8635.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",V,75175.0,3142.0,2022,72033.0
"Domy pracy twórczej 
Creative arts centres",V,3928.0,108.0,2022,3820.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",V,27070.0,0.0,2022,27070.0
"Kempingi 
Camping sites",V,11273.0,2323.0,2022,8950.0
"Pola biwakowe  
Tent camp sites",V,2110.0,0.0,2022,2110.0
"Hostele 
Hostels",V,60111.0,12424.0,2022,47687.0
"Zakłady uzdrowiskowe 
Health establishments",V,65965.0,2852.0,2022,63113.0
"Pokoje gościnne 
Rooms for guests",V,56847.0,4660.0,2022,52187.0
"Kwatery agroturystyczne 
Agrotourism lodgings",V,11890.0,659.0,2022,11231.0
"Pozostałe niesklasyfikowane 
Other not classified",V,47923.0,5266.0,2022,42657.0
O G Ó Ł E M                       2021           ,VI,2252173.0,0.0,2022,2252173.0
T O T A L                            2022         ,VI,3475155.0,0.0,2022,3475155.0
"Obiekty hotelowe 
Hotels and similar establishments",VI,2623000.0,460765.0,2022,2162235.0
"Hotele 
Hotels",VI,2268620.0,419441.0,2022,1849179.0
"Motele  
Motels",VI,17421.0,0.0,2022,17421.0
"Pensjonaty 
Boarding house",VI,59301.0,0.0,2022,59301.0
"Inne obiekty hotelowe 
Other hotel establishments",VI,277658.0,34277.0,2022,243381.0
"Pozostałe obiekty noclegowe
Other establishments ",VI,852155.0,0.0,2022,852155.0
"Domy wycieczkowe 
Excursion hostels",VI,5768.0,600.0,2022,5168.0
"Schroniska 
Shelters",VI,21495.0,353.0,2022,21142.0
"Schroniska młodzieżowe 
Youth shelters",VI,4997.0,1048.0,2022,3949.0
"Szkolne schroniska młodzieżowe
School youth shelters",VI,18619.0,0.0,2022,18619.0
"Ośrodki wczasowe 
Holiday centres",VI,257339.0,6959.0,2022,250380.0
"Ośrodki kolonijne 
Holiday youth centres",VI,11904.0,8.0,2022,11896.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",VI,113916.0,2444.0,2022,111472.0
"Domy pracy twórczej 
Creative arts centres",VI,6096.0,145.0,2022,5951.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",VI,53431.0,0.0,2022,53431.0
"Kempingi 
Camping sites",VI,36473.0,6448.0,2022,30025.0
"Pola biwakowe  
Tent camp sites",VI,13797.0,0.0,2022,13797.0
"Hostele 
Hostels",VI,66031.0,13748.0,2022,52283.0
"Zakłady uzdrowiskowe 
Health establishments",VI,82897.0,3252.0,2022,79645.0
"Pokoje gościnne 
Rooms for guests",VI,85726.0,6209.0,2022,79517.0
"Kwatery agroturystyczne 
Agrotourism lodgings",VI,16199.0,629.0,2022,15570.0
"Pozostałe niesklasyfikowane 
Other not classified",VI,57467.0,5365.0,2022,52102.0
O G Ó Ł E M                       2021           ,VII,3592764.0,0.0,2022,3592764.0
T O T A L                            2022         ,VII,4018542.0,0.0,2022,4018542.0
"Obiekty hotelowe 
Hotels and similar establishments",VII,2772622.0,582549.0,2022,2190073.0
"Hotele 
Hotels",VII,2357834.0,527798.0,2022,1830036.0
"Motele  
Motels",VII,19430.0,0.0,2022,19430.0
"Pensjonaty 
Boarding house",VII,78071.0,0.0,2022,78071.0
"Inne obiekty hotelowe 
Other hotel establishments",VII,317287.0,44935.0,2022,272352.0
"Pozostałe obiekty noclegowe
Other establishments ",VII,1245920.0,0.0,2022,1245920.0
"Domy wycieczkowe 
Excursion hostels",VII,7124.0,449.0,2022,6675.0
"Schroniska 
Shelters",VII,22246.0,789.0,2022,21457.0
"Schroniska młodzieżowe 
Youth shelters",VII,4888.0,1197.0,2022,3691.0
"Szkolne schroniska młodzieżowe
School youth shelters",VII,22779.0,0.0,2022,22779.0
"Ośrodki wczasowe 
Holiday centres",VII,369137.0,11383.0,2022,357754.0
"Ośrodki kolonijne 
Holiday youth centres",VII,26664.0,170.0,2022,26494.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",VII,128929.0,5069.0,2022,123860.0
"Domy pracy twórczej 
Creative arts centres",VII,6732.0,198.0,2022,6534.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",VII,109533.0,0.0,2022,109533.0
"Kempingi 
Camping sites",VII,85019.0,15700.0,2022,69319.0
"Pola biwakowe  
Tent camp sites",VII,43414.0,0.0,2022,43414.0
"Hostele 
Hostels",VII,66207.0,19621.0,2022,46586.0
"Zakłady uzdrowiskowe 
Health establishments",VII,85840.0,4916.0,2022,80924.0
"Pokoje gościnne 
Rooms for guests",VII,162226.0,9764.0,2022,152462.0
"Kwatery agroturystyczne 
Agrotourism lodgings",VII,22979.0,695.0,2022,22284.0
"Pozostałe niesklasyfikowane 
Other not classified",VII,82203.0,10286.0,2022,71917.0
O G Ó Ł E M                       2021           ,VIII,3854142.0,0.0,2022,3854142.0
T O T A L                            2022         ,VIII,4162095.0,0.0,2022,4162095.0
"Obiekty hotelowe 
Hotels and similar establishments",VIII,2906470.0,588249.0,2022,2318221.0
"Hotele 
Hotels",VIII,2473171.0,528799.0,2022,1944372.0
"Motele  
Motels",VIII,22527.0,0.0,2022,22527.0
"Pensjonaty 
Boarding house",VIII,83788.0,0.0,2022,83788.0
"Inne obiekty hotelowe 
Other hotel establishments",VIII,326984.0,47991.0,2022,278993.0
"Pozostałe obiekty noclegowe
Other establishments ",VIII,1255625.0,0.0,2022,1255625.0
"Domy wycieczkowe 
Excursion hostels",VIII,6994.0,472.0,2022,6522.0
"Schroniska 
Shelters",VIII,23842.0,901.0,2022,22941.0
"Schroniska młodzieżowe 
Youth shelters",VIII,4888.0,1151.0,2022,3737.0
"Szkolne schroniska młodzieżowe
School youth shelters",VIII,23771.0,0.0,2022,23771.0
"Ośrodki wczasowe 
Holiday centres",VIII,374241.0,13238.0,2022,361003.0
"Ośrodki kolonijne 
Holiday youth centres",VIII,21197.0,147.0,2022,21050.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",VIII,129868.0,5005.0,2022,124863.0
"Domy pracy twórczej 
Creative arts centres",VIII,6859.0,129.0,2022,6730.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",VIII,103219.0,0.0,2022,103219.0
"Kempingi 
Camping sites",VIII,80120.0,16499.0,2022,63621.0
"Pola biwakowe  
Tent camp sites",VIII,36921.0,0.0,2022,36921.0
"Hostele 
Hostels",VIII,68740.0,21004.0,2022,47736.0
"Zakłady uzdrowiskowe 
Health establishments",VIII,95211.0,5232.0,2022,89979.0
"Pokoje gościnne 
Rooms for guests",VIII,172650.0,10266.0,2022,162384.0
"Kwatery agroturystyczne 
Agrotourism lodgings",VIII,24628.0,912.0,2022,23716.0
"Pozostałe niesklasyfikowane 
Other not classified",VIII,82476.0,9570.0,2022,72906.0
O G Ó Ł E M                       2021           ,IX,2994328.0,0.0,2022,2994328.0
T O T A L                            2022         ,IX,3371838.0,0.0,2022,3371838.0
"Obiekty hotelowe 
Hotels and similar establishments",IX,2703234.0,526851.0,2022,2176383.0
"Hotele 
Hotels",IX,2366260.0,482673.0,2022,1883587.0
"Motele  
Motels",IX,19296.0,0.0,2022,19296.0
"Pensjonaty 
Boarding house",IX,59775.0,0.0,2022,59775.0
"Inne obiekty hotelowe 
Other hotel establishments",IX,257903.0,36585.0,2022,221318.0
"Pozostałe obiekty noclegowe
Other establishments ",IX,668604.0,0.0,2022,668604.0
"Domy wycieczkowe 
Excursion hostels",IX,4604.0,353.0,2022,4251.0
"Schroniska 
Shelters",IX,19429.0,554.0,2022,18875.0
"Schroniska młodzieżowe 
Youth shelters",IX,5357.0,1260.0,2022,4097.0
"Szkolne schroniska młodzieżowe
School youth shelters",IX,14799.0,0.0,2022,14799.0
"Ośrodki wczasowe 
Holiday centres",IX,177097.0,6826.0,2022,170271.0
"Ośrodki kolonijne 
Holiday youth centres",IX,6033.0,21.0,2022,6012.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",IX,98513.0,3661.0,2022,94852.0
"Domy pracy twórczej 
Creative arts centres",IX,6052.0,241.0,2022,5811.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",IX,29048.0,0.0,2022,29048.0
"Kempingi 
Camping sites",IX,15419.0,4984.0,2022,10435.0
"Pola biwakowe  
Tent camp sites",IX,2985.0,0.0,2022,2985.0
"Hostele 
Hostels",IX,61279.0,17634.0,2022,43645.0
"Zakłady uzdrowiskowe 
Health establishments",IX,78558.0,3971.0,2022,74587.0
"Pokoje gościnne 
Rooms for guests",IX,75506.0,6786.0,2022,68720.0
"Kwatery agroturystyczne 
Agrotourism lodgings",IX,11435.0,747.0,2022,10688.0
"Pozostałe niesklasyfikowane 
Other not classified",IX,62490.0,8724.0,2022,53766.0
O G Ó Ł E M                       2021           ,X,2661755.0,0.0,2022,2661755.0
T O T A L                            2022         ,X,3122519.0,0.0,2022,3122519.0
"Obiekty hotelowe 
Hotels and similar establishments",X,2614352.0,539139.0,2022,2075213.0
"Hotele 
Hotels",X,2312187.0,492636.0,2022,1819551.0
"Motele  
Motels",X,16357.0,0.0,2022,16357.0
"Pensjonaty 
Boarding house",X,48508.0,0.0,2022,48508.0
"Inne obiekty hotelowe 
Other hotel establishments",X,237300.0,39265.0,2022,198035.0
"Pozostałe obiekty noclegowe
Other establishments ",X,508167.0,0.0,2022,508167.0
"Domy wycieczkowe 
Excursion hostels",X,3341.0,351.0,2022,2990.0
"Schroniska 
Shelters",X,18574.0,498.0,2022,18076.0
"Schroniska młodzieżowe 
Youth shelters",X,5687.0,1094.0,2022,4593.0
"Szkolne schroniska młodzieżowe
School youth shelters",X,17135.0,0.0,2022,17135.0
"Ośrodki wczasowe 
Holiday centres",X,101663.0,7777.0,2022,93886.0
"Ośrodki kolonijne 
Holiday youth centres",X,1189.0,7.0,2022,1182.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",X,73060.0,3338.0,2022,69722.0
"Domy pracy twórczej 
Creative arts centres",X,3068.0,113.0,2022,2955.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",X,10916.0,0.0,2022,10916.0
"Kempingi 
Camping sites",X,3822.0,893.0,2022,2929.0
"Pola biwakowe  
Tent camp sites",X,1070.0,0.0,2022,1070.0
"Hostele 
Hostels",X,65392.0,19971.0,2022,45421.0
"Zakłady uzdrowiskowe 
Health establishments",X,85362.0,4084.0,2022,81278.0
"Pokoje gościnne 
Rooms for guests",X,61600.0,7588.0,2022,54012.0
"Kwatery agroturystyczne 
Agrotourism lodgings",X,7679.0,484.0,2022,7195.0
"Pozostałe niesklasyfikowane 
Other not classified",X,48609.0,6582.0,2022,42027.0
O G Ó Ł E M                       2021           ,XI,2016846.0,0.0,2022,2016846.0
T O T A L                            2022         ,XI,2533348.0,0.0,2022,2533348.0
"Obiekty hotelowe 
Hotels and similar establishments",XI,2173335.0,439279.0,2022,1734056.0
"Hotele 
Hotels",XI,1949759.0,406841.0,2022,1542918.0
"Motele  
Motels",XI,15663.0,0.0,2022,15663.0
"Pensjonaty 
Boarding house",XI,31247.0,0.0,2022,31247.0
"Inne obiekty hotelowe 
Other hotel establishments",XI,176666.0,27857.0,2022,148809.0
"Pozostałe obiekty noclegowe
Other establishments ",XI,360013.0,0.0,2022,360013.0
"Domy wycieczkowe 
Excursion hostels",XI,2081.0,208.0,2022,1873.0
"Schroniska 
Shelters",XI,10853.0,257.0,2022,10596.0
"Schroniska młodzieżowe 
Youth shelters",XI,5090.0,880.0,2022,4210.0
"Szkolne schroniska młodzieżowe
School youth shelters",XI,12741.0,0.0,2022,12741.0
"Ośrodki wczasowe 
Holiday centres",XI,60521.0,3526.0,2022,56995.0
"Ośrodki kolonijne 
Holiday youth centres",XI,598.0,8.0,2022,590.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",XI,48261.0,2080.0,2022,46181.0
"Domy pracy twórczej 
Creative arts centres",XI,1928.0,82.0,2022,1846.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",XI,6175.0,0.0,2022,6175.0
"Kempingi 
Camping sites",XI,1018.0,238.0,2022,780.0
"Pola biwakowe  
Tent camp sites",XI,216.0,0.0,2022,216.0
"Hostele 
Hostels",XI,56590.0,16887.0,2022,39703.0
"Zakłady uzdrowiskowe 
Health establishments",XI,64861.0,1758.0,2022,63103.0
"Pokoje gościnne 
Rooms for guests",XI,45377.0,5222.0,2022,40155.0
"Kwatery agroturystyczne 
Agrotourism lodgings",XI,4748.0,259.0,2022,4489.0
"Pozostałe niesklasyfikowane 
Other not classified",XI,38955.0,4878.0,2022,34077.0
O G Ó Ł E M                       2021           ,XII,1783388.0,0.0,2022,1783388.0
T O T A L                            2022         ,XII,2366764.0,0.0,2022,2366764.0
"Obiekty hotelowe 
Hotels and similar establishments",XII,2053227.0,473970.0,2022,1579257.0
"Hotele 
Hotels",XII,1840113.0,438044.0,2022,1402069.0
"Motele  
Motels",XII,11709.0,0.0,2022,11709.0
"Pensjonaty 
Boarding house",XII,34499.0,0.0,2022,34499.0
"Inne obiekty hotelowe 
Other hotel establishments",XII,166906.0,30467.0,2022,136439.0
"Pozostałe obiekty noclegowe
Other establishments ",XII,313537.0,0.0,2022,313537.0
"Domy wycieczkowe 
Excursion hostels",XII,1925.0,229.0,2022,1696.0
"Schroniska 
Shelters",XII,9063.0,96.0,2022,8967.0
"Schroniska młodzieżowe 
Youth shelters",XII,3226.0,767.0,2022,2459.0
"Szkolne schroniska młodzieżowe
School youth shelters",XII,9191.0,0.0,2022,9191.0
"Ośrodki wczasowe 
Holiday centres",XII,53329.0,3521.0,2022,49808.0
"Ośrodki kolonijne 
Holiday youth centres",XII,481.0,46.0,2022,435.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",XII,39449.0,2995.0,2022,36454.0
"Domy pracy twórczej 
Creative arts centres",XII,2186.0,63.0,2022,2123.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",XII,6461.0,0.0,2022,6461.0
"Kempingi 
Camping sites",XII,664.0,149.0,2022,515.0
"Pola biwakowe  
Tent camp sites",XII,189.0,0.0,2022,189.0
"Hostele 
Hostels",XII,55402.0,19935.0,2022,35467.0
"Zakłady uzdrowiskowe 
Health establishments",XII,47786.0,2280.0,2022,45506.0
"Pokoje gościnne 
Rooms for guests",XII,46894.0,6119.0,2022,40775.0
"Kwatery agroturystyczne 
Agrotourism lodgings",XII,4531.0,279.0,2022,4252.0
"Pozostałe niesklasyfikowane 
Other not classified",XII,32760.0,5483.0,2022,27277.0
O G Ó Ł E M                       2018           ,I,2019667.0,387086.0,2019,1632581.0
T O T A L                            2019            ,I,2124118.0,390285.0,2019,1733833.0
"Obiekty hotelowe 
Hotels and similar establishments",I,1701524.0,350428.0,2019,1351096.0
"Hotele 
Hotels",I,1478238.0,320122.0,2019,1158116.0
"Motele  
Motels",I,15101.0,0.0,2019,15101.0
"Pensjonaty 
Boarding house",I,40703.0,0.0,2019,40703.0
"Inne obiekty hotelowe 
Other hotel establishments",I,167482.0,25012.0,2019,142470.0
"Pozostałe obiekty noclegowe
Other establishments ",I,422594.0,0.0,2019,422594.0
"Domy wycieczkowe 
Excursion hostels",I,6025.0,187.0,2019,5838.0
"Schroniska 
Shelters",I,9721.0,156.0,2019,9565.0
"Schroniska młodzieżowe 
Youth shelters",I,5104.0,841.0,2019,4263.0
"Szkolne schroniska młodzieżowe
School youth shelters",I,14895.0,0.0,2019,14895.0
"Ośrodki wczasowe 
Holiday centres",I,81297.0,4165.0,2019,77132.0
"Ośrodki kolonijne 
Holiday youth centres",I,4094.0,2.0,2019,4092.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",I,54131.0,1940.0,2019,52191.0
"Domy pracy twórczej 
Creative arts centres",I,2325.0,54.0,2019,2271.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",I,4252.0,0.0,2019,4252.0
"Kempingi 
Camping sites",I,530.0,127.0,2019,403.0
"Pola biwakowe  
Tent camp sites",I,49.0,0.0,2019,49.0
"Hostele 
Hostels",I,48445.0,16748.0,2019,31697.0
"Zakłady uzdrowiskowe 
Health establishments",I,70643.0,1726.0,2019,68917.0
"Pokoje gościnne 
Rooms for guests",I,59513.0,4811.0,2019,54702.0
"Kwatery agroturystyczne 
Agrotourism lodgings",I,7500.0,502.0,2019,6998.0
"Pozostałe niesklasyfikowane 
Other not classified",I,54070.0,6522.0,2019,47548.0
O G Ó Ł E M                       2018           ,II,2045505.0,386204.0,2019,1659301.0
T O T A L                            2019            ,II,2187680.0,391469.0,2019,1796211.0
"Obiekty hotelowe 
Hotels and similar establishments",II,1756419.0,348499.0,2019,1407920.0
"Hotele 
Hotels",II,1525868.0,318107.0,2019,1207761.0
"Motele  
Motels",II,14781.0,0.0,2019,14781.0
"Pensjonaty 
Boarding house",II,42567.0,0.0,2019,42567.0
"Inne obiekty hotelowe 
Other hotel establishments",II,173203.0,25073.0,2019,148130.0
"Pozostałe obiekty noclegowe
Other establishments ",II,431261.0,0.0,2019,431261.0
"Domy wycieczkowe 
Excursion hostels",II,6212.0,549.0,2019,5663.0
"Schroniska 
Shelters",II,12884.0,274.0,2019,12610.0
"Schroniska młodzieżowe 
Youth shelters",II,4794.0,908.0,2019,3886.0
"Szkolne schroniska młodzieżowe
School youth shelters",II,17084.0,0.0,2019,17084.0
"Ośrodki wczasowe 
Holiday centres",II,85808.0,5616.0,2019,80192.0
"Ośrodki kolonijne 
Holiday youth centres",II,4255.0,3.0,2019,4252.0
"Ośrodki szkoleniowo-wypoczynkowe 
Training-recreational centres",II,61897.0,1827.0,2019,60070.0
"Domy pracy twórczej 
Creative arts centres",II,1877.0,88.0,2019,1789.0
"Zespoły domków turystycznych 
Complexes of tourist cottages",II,4947.0,0.0,2019,4947.0
"Kempingi 
Camping sites",II,933.0,123.0,2019,810.0
"Pola biwakowe  
Tent camp sites",II,65.0,0.0,2019,65.0
"Hostele 
Hostels",II,48448.0,17570.0,2019,30878.0
